266007,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,2M 21S,141,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_family_cauc_a_G0a1N,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266008,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,212,Player switches to a Sense,Challenge Stack,2M 44S,164,NA,NA,Sense id (newly selected sense),1,1,Session_1_eventLog_6427027.log,Challenge Stack
266009,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,2M 45S,165,NA,NA,"startscan_x,startscan_y","1,148,446",NA,Session_1_eventLog_6427027.log,Challenge Stack
266010,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,2M 46S,166,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_home_G0a1N,false,false",NA,Session_1_eventLog_6427027.log,Challenge Stack
266011,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,2M 46S,166,NA,NA,"endscan_x,endscan_y","1,171,450",NA,Session_1_eventLog_6427027.log,Challenge Stack
266012,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,2M 46S,166,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_home_G0a1N,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266013,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,3M 5S,185,NA,NA,"startscan_x,startscan_y","988,375",NA,Session_1_eventLog_6427027.log,Challenge Stack
266014,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,3M 5S,185,NA,NA,"endscan_x,endscan_y","714,471",NA,Session_1_eventLog_6427027.log,Challenge Stack
266015,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,212,Player switches to a Sense,Challenge Stack,3M 8S,188,NA,NA,Sense id (newly selected sense),0,0,Session_1_eventLog_6427027.log,Challenge Stack
266016,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,3M 9S,189,NA,NA,"startscan_x,startscan_y","578,135",NA,Session_1_eventLog_6427027.log,Challenge Stack
266017,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,3M 10S,190,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_job_G0a1N,false,false",NA,Session_1_eventLog_6427027.log,Challenge Stack
266018,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,3M 10S,190,NA,NA,"endscan_x,endscan_y","634,184",NA,Session_1_eventLog_6427027.log,Challenge Stack
266019,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,3M 10S,190,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_job_G0a1N,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266020,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,3M 57S,237,NA,NA,"startscan_x,startscan_y","761,359",NA,Session_1_eventLog_6427027.log,Challenge Stack
266021,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,3M 57S,237,NA,NA,"endscan_x,endscan_y","532,418",NA,Session_1_eventLog_6427027.log,Challenge Stack
266022,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,4M 3S,243,NA,NA,"startscan_x,startscan_y","718,362",NA,Session_1_eventLog_6427027.log,Challenge Stack
266023,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,4M 3S,243,NA,NA,"endscan_x,endscan_y","616,378",NA,Session_1_eventLog_6427027.log,Challenge Stack
266024,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,221,Player opens  Change Decision panel,Challenge Stack,4M 57S,297,12,Welcome to PlayForward,Stack id,12,NA,Session_1_eventLog_6427027.log,Challenge Stack
266025,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,220,Player closes Change Decision panel,Challenge Stack,5M 0S,300,12,Welcome to PlayForward,Stack id,12,NA,Session_1_eventLog_6427027.log,Challenge Stack
266026,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 8S,308,NA,NA,"startscan_x,startscan_y","664,462",NA,Session_1_eventLog_6427027.log,Challenge Stack
266027,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 8S,308,NA,NA,"endscan_x,endscan_y","578,482",NA,Session_1_eventLog_6427027.log,Challenge Stack
266028,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,5M 8S,308,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_cousins_M_a_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266029,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 12S,312,NA,NA,"startscan_x,startscan_y","836,364",NA,Session_1_eventLog_6427027.log,Challenge Stack
266030,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,207,Player panned Scene,Challenge Stack,5M 17S,317,12,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,0,-1320",NA,Session_1_eventLog_6427027.log,Challenge Stack
266031,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 18S,318,NA,NA,"endscan_x,endscan_y","1,641,451",NA,Session_1_eventLog_6427027.log,Challenge Stack
266032,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 19S,319,NA,NA,"startscan_x,startscan_y","1,689,466",NA,Session_1_eventLog_6427027.log,Challenge Stack
266033,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 21S,321,NA,NA,"endscan_x,endscan_y","1,512,499",NA,Session_1_eventLog_6427027.log,Challenge Stack
266034,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,5M 21S,321,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_friends_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266035,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 26S,326,NA,NA,"startscan_x,startscan_y","1,740,483",NA,Session_1_eventLog_6427027.log,Challenge Stack
266036,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 26S,326,NA,NA,"endscan_x,endscan_y","2,104,415",NA,Session_1_eventLog_6427027.log,Challenge Stack
266037,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 27S,327,NA,NA,"startscan_x,startscan_y","1,402,393",NA,Session_1_eventLog_6427027.log,Challenge Stack
266038,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,207,Player panned Scene,Challenge Stack,5M 29S,329,12,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,-1320,-975",NA,Session_1_eventLog_6427027.log,Challenge Stack
266039,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,5M 30S,330,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_Nurse_G0a1P,false,false",NA,Session_1_eventLog_6427027.log,Challenge Stack
266040,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 30S,330,NA,NA,"endscan_x,endscan_y","1,275,212",NA,Session_1_eventLog_6427027.log,Challenge Stack
266041,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,5M 30S,330,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_Nurse_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266042,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 35S,335,NA,NA,"startscan_x,startscan_y","1,384,190",NA,Session_1_eventLog_6427027.log,Challenge Stack
266043,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 35S,335,NA,NA,"endscan_x,endscan_y","1,415,183",NA,Session_1_eventLog_6427027.log,Challenge Stack
266044,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 36S,336,NA,NA,"startscan_x,startscan_y","1,422,194",NA,Session_1_eventLog_6427027.log,Challenge Stack
266045,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 37S,337,NA,NA,"endscan_x,endscan_y","1,565,304",NA,Session_1_eventLog_6427027.log,Challenge Stack
266046,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,212,Player switches to a Sense,Challenge Stack,5M 38S,338,NA,NA,Sense id (newly selected sense),1,1,Session_1_eventLog_6427027.log,Challenge Stack
266047,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 39S,339,NA,NA,"startscan_x,startscan_y","1,263,166",NA,Session_1_eventLog_6427027.log,Challenge Stack
266048,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 41S,341,NA,NA,"endscan_x,endscan_y","1,211,439",NA,Session_1_eventLog_6427027.log,Challenge Stack
266049,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,5M 41S,341,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_friends_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266050,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,5M 46S,346,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_dad_cauc_a_G0a1P,false,false",NA,Session_1_eventLog_6427027.log,Challenge Stack
266051,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 46S,346,NA,NA,"startscan_x,startscan_y","1,776,170",NA,Session_1_eventLog_6427027.log,Challenge Stack
266052,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 46S,346,NA,NA,"endscan_x,endscan_y","1,775,165",NA,Session_1_eventLog_6427027.log,Challenge Stack
266053,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,5M 46S,346,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_dad_cauc_a_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266054,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,5M 52S,352,NA,NA,"startscan_x,startscan_y","1,847,257",NA,Session_1_eventLog_6427027.log,Challenge Stack
266055,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,212,Player switches to a Sense,Challenge Stack,5M 52S,352,NA,NA,Sense id (newly selected sense),2,2,Session_1_eventLog_6427027.log,Challenge Stack
266056,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,5M 54S,354,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_kidsister_cauc_a_G0a1P,false,false",NA,Session_1_eventLog_6427027.log,Challenge Stack
266057,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,5M 54S,354,NA,NA,"endscan_x,endscan_y","1,833,516",NA,Session_1_eventLog_6427027.log,Challenge Stack
266058,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,5M 54S,354,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_kidsister_cauc_a_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266059,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 10S,370,NA,NA,"startscan_x,startscan_y","1,520,470",NA,Session_1_eventLog_6427027.log,Challenge Stack
266060,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,6M 11S,371,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_grandma_cauc_a_G0a1P,false,false",NA,Session_1_eventLog_6427027.log,Challenge Stack
266061,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,6M 11S,371,NA,NA,"endscan_x,endscan_y","1,629,382",NA,Session_1_eventLog_6427027.log,Challenge Stack
266062,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,6M 11S,371,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_grandma_cauc_a_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266063,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 18S,378,NA,NA,"startscan_x,startscan_y","1,463,373",NA,Session_1_eventLog_6427027.log,Challenge Stack
266064,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,6M 19S,379,NA,NA,"endscan_x,endscan_y","1,364,447",NA,Session_1_eventLog_6427027.log,Challenge Stack
266065,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,6M 19S,379,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_friends_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266066,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,6M 22S,382,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_Teacher_G0a1P,false,false",NA,Session_1_eventLog_6427027.log,Challenge Stack
266067,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 22S,382,NA,NA,"startscan_x,startscan_y","1,399,211",NA,Session_1_eventLog_6427027.log,Challenge Stack
266068,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,6M 22S,382,NA,NA,"endscan_x,endscan_y","1,403,207",NA,Session_1_eventLog_6427027.log,Challenge Stack
266069,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,6M 22S,382,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_Teacher_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266070,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 34S,394,NA,NA,"startscan_x,startscan_y","1,386,488",NA,Session_1_eventLog_6427027.log,Challenge Stack
266071,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,6M 36S,396,NA,NA,"endscan_x,endscan_y","1,284,272",NA,Session_1_eventLog_6427027.log,Challenge Stack
266072,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,212,Player switches to a Sense,Challenge Stack,6M 37S,397,NA,NA,Sense id (newly selected sense),0,0,Session_1_eventLog_6427027.log,Challenge Stack
266073,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,6M 38S,398,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_Nurse_G0a1P,false,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266074,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 38S,398,NA,NA,"startscan_x,startscan_y","1,277,230",NA,Session_1_eventLog_6427027.log,Challenge Stack
266075,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,6M 38S,398,NA,NA,"endscan_x,endscan_y","1,278,254",NA,Session_1_eventLog_6427027.log,Challenge Stack
266076,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,6M 38S,398,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_Nurse_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266077,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 43S,403,NA,NA,"startscan_x,startscan_y","1,621,358",NA,Session_1_eventLog_6427027.log,Challenge Stack
266078,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,6M 44S,404,NA,NA,"endscan_x,endscan_y","1,654,300",NA,Session_1_eventLog_6427027.log,Challenge Stack
266079,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 46S,406,NA,NA,"startscan_x,startscan_y","1,635,413",NA,Session_1_eventLog_6427027.log,Challenge Stack
266080,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,212,Player switches to a Sense,Challenge Stack,6M 46S,406,NA,NA,Sense id (newly selected sense),2,2,Session_1_eventLog_6427027.log,Challenge Stack
266081,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,205,Player finds object,Challenge Stack,6M 47S,407,12,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_grandma_cauc_a_G0a1P,false,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266082,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,6M 47S,407,NA,NA,"endscan_x,endscan_y","1,617,424",NA,Session_1_eventLog_6427027.log,Challenge Stack
266083,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,213,Player touches Object,Challenge Stack,6M 47S,407,12,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_grandma_cauc_a_G0a1P,true",NA,Session_1_eventLog_6427027.log,Challenge Stack
266084,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 51S,411,NA,NA,"startscan_x,startscan_y","1,828,210",NA,Session_1_eventLog_6427027.log,Challenge Stack
266085,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,207,Player panned Scene,Challenge Stack,6M 53S,413,12,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,-975,-1065",NA,Session_1_eventLog_6427027.log,Challenge Stack
266086,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,210,Player begins to scan Scene using Sense,Challenge Stack,6M 53S,413,NA,NA,"startscan_x,startscan_y","2,162,313",NA,Session_1_eventLog_6427027.log,Challenge Stack
266087,6427027,3561,3561 5112 Fall 2013,Session 1,10/21/2013,211,Player ends scan,Challenge Stack,6M 53S,413,NA,NA,"endscan_x,endscan_y","2,067,293",NA,Session_1_eventLog_6427027.log,Challenge Stack
